mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,fraction,adjusted_area
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,1070305,211202,1070305,HILICPos,1070305
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,963036,211202,963036,HILICPos,963036
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,986232,211202,986232,HILICPos,986232
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,597229,211202,597229,HILICPos,1194458
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,496323,211202,496323,HILICPos,992646
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,492392,211202,492392,HILICPos,984784
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_1,211202,Smp,OBi1,1,2202174,211202,2202174,HILICPos,2202174
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_2,211202,Smp,OBi1,2,1880662,211202,1880662,HILICPos,1880662
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_3,211202,Smp,OBi1,3,1860896,211202,1860896,HILICPos,1860896
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_4,211202,Smp,OBi1,4,1942696,211202,1942696,HILICPos,1942696
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_5,211202,Smp,OBi1,5,1894416,211202,1894416,HILICPos,1894416
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_6,211202,Smp,OBi1,6,1834414,211202,1834414,HILICPos,1834414
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_7,211202,Smp,OBi1,7,1930711,211202,1930711,HILICPos,1930711
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_8,211202,Smp,OBi1,8,1682955,211202,1682955,HILICPos,1682955
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1_9,211202,Smp,OBi1,9,1551067,211202,1551067,HILICPos,1551067
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1small_1,211202,Smp,OBi1small,1,384813,211202,384813,HILICPos,384813
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1small_3,211202,Smp,OBi1small,3,323761,211202,323761,HILICPos,323761
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1small_5,211202,Smp,OBi1small,5,323846,211202,323846,HILICPos,323846
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_OBi1small_7,211202,Smp,OBi1small,7,344334,211202,344334,HILICPos,344334
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_1,211202,Smp,RWi2,1,15141,211202,NA,HILICPos,NA
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_2,211202,Smp,RWi2,2,14576,211202,NA,HILICPos,NA
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_3,211202,Smp,RWi2,3,0,211202,NA,HILICPos,NA
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_4,211202,Smp,RWi2,4,8604,211202,NA,HILICPos,NA
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_5,211202,Smp,RWi2,5,13983,211202,NA,HILICPos,NA
(3-Carboxypropyl)trimethylammonium,Inj_vol,0.08502359966288053,0.08502359966288053,211202_Smp_RWi2_6,211202,Smp,RWi2,6,29151,211202,NA,HILICPos,NA
2-Hydroxy-4-(methylthio)butyric acid,Inj_vol,0.3125464028979979,0.3125464028979979,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,47623,211202,47623,HILICNeg,47623
2-Hydroxy-4-(methylthio)butyric acid,Inj_vol,0.3125464028979979,0.3125464028979979,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,105490,211202,105490,HILICNeg,105490
2-Hydroxy-4-(methylthio)butyric acid,Inj_vol,0.3125464028979979,0.3125464028979979,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,79188,211202,79188,HILICNeg,79188
