Hello! Here are the QC parameters Minimum area for a real peak: 40000.  minutes. Blank can be this fraction of a sample: 2. S/N ratio: 3. Parts per million flexibility: 6. Processed on: 2025-01-06 10:33:18.190656. 
"","replicate_name","precursor_ion_name","retention_time","area","background","height","mass_error_ppm","flags","QC_area"
"1","240926_Std_4uMStdsMix1InH2O-1_negDDA","unknown_C6H9NO4_neg",3.34,513066,0,64042,5.1,"",513066
"2","240926_Std_4uMStdsMix1InH2O-2_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"3","240926_Std_4uMStdsMix1InMatrix-1_negDDA","unknown_C6H9NO4_neg",3.46,26223,0,14483,3.2,"areamin_flag, ",NA
"4","240926_Std_4uMStdsMix1InMatrix-2_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"5","240926_Std_4uMStdsMix2InH2O-1_negDDA","unknown_C6H9NO4_neg",3.48,402997,0,73369,5,"",402997
"6","240926_Std_4uMStdsMix2InH2O-2_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"7","240926_Std_4uMStdsMix2InMatrix-1_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"8","240926_Std_4uMStdsMix2InMatrix-2_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"9","240926_Std_H2OinMatrix1_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"10","240926_Std_H2OinMatrix2_negDDA","unknown_C6H9NO4_neg",4.04,324405,0,158341,1.7,"",324405
"11","240926_Blk_RC104_HomFate_T6_Blk_A_negDDA","unknown_C6H9NO4_neg",3.46,34056,0,12511,2.2,"areamin_flag, ",NA
"12","240926_Blk_RC104_HomFate_T6_Blk_B_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"13","240926_Blk_RC104_HomFate_T6_Blk_C_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
"14","240926_Blk_RC104_HomFate_T48_Blk_A_negDDA","unknown_C6H9NO4_neg",3.55,147165,0,43663,5.1,"",147165
"15","240926_Blk_RC104_HomFate_T48_Blk_B_negDDA","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"",NA
